code_no,title,source_type,primary_place,lat,lng,all_places,summary_hint,api_category,api_category2,api_tags,narrative_type,primary_category,representative_category,core_topics,entities,spaces,moods,functions
W-F-255,정동모자 줄로 끈 만든 사람,folktale,신풍리,33.3697855,126.8320995,성산읍 | 신풍리,신풍리에서 전해 내려오는 줄로 끈 만든 사람 민담.,민담,MYTH2.017,"사람,베,모자,갓,정동줄,끈,칡,끄나풀,정동모자,줄",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간 | 신,마을 | 산/오름,익살,교훈 전달
W-F-256,정시*조손,folktale,세화리,33.4902403,126.8326492,세화리 | 구좌읍,세화리에서 전해 내려오는 정시*조손 민담.,민담,MYTH2.016,"심방,지관,정시,무당,상군조순,심방조순,정시조순,물숨,공것,상군",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 무속신화·신격 전승,신 | 심방 | 인간,당/사당 | 마을,신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-257,정안수 정성,folktale,행원리,33.5332052,126.7939455,행원리 | 구좌읍,행원리에서 전해 내려오는 정성 민담.,민담,MYTH2.016,"도체비,도깨비,비,도체빗불,물통,정성,행원,두레박,정안수,정화수",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-258,죽은 혼사 거부한 언니 영혼,folktale,덕천리,33.4850905,126.7468625,덕천리 | 구좌읍,덕천리에서 전해 내려오는 혼사 거부한 언니 영혼 민담.,민담,MYTH2.018,"굿,처녀,병,총각,영혼,43사건,총살,죽은혼사,억울함,입질,영혼결혼식,언니",민담,가족·인간사 서사,가족·인간사 서사,가족·인간사 서사 | 생활민담·교훈담 | 무속신화·신격 전승,인간 | 신,마을,신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-259,토산 뱀과 새각시,folktale,토산리,33.3249072,126.773206,토산리 | 표선읍 | 동복리 | 구좌읍,토산리에서 전해 내려오는 뱀과 새각시 민담.,민담,MYTH2.016,"뱀,토산,베염,결혼,새각시,푸대쌈,방석,노랑헌뱀,토산뱀신,정의귀신",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,신 | 인간 | 혼령/귀신,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-260,하늘광 땅광 맞부뜬 그슨새,folktale,하도리,33.5163279,126.8833403,하도리 | 구좌읍,하도리에서 전해 내려오는 땅광 맞부뜬 그슨새 민담.,민담,MYTH2.016,"비,땅,죽음,병,하늘,그슨새,강알,살랑헌소리,봄",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,인간,마을,공포 | 익살,교훈 전달
W-F-261,할망의 복수,folktale,고성리,33.4191693,126.4289539,성산읍 | 고성리,고성리에서 전해 내려오는 복수 민담.,민담,MYTH2.015,"하르방,할망,할아버지,할머니,지붕,호박,족은할머니",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을 | 산/오름,익살,교훈 전달
W-F-262,할아버지를 지붕 위로 던져버린 할머니,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 지붕 위로 던져버린 할머니 민담.,민담,MYTH2.015,"하르방,할망,할아버지,할머니,지붕,새,초가집",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을 | 산/오름,익살,교훈 전달
W-F-263,헛게비,folktale,신촌리,33.5233479,126.6200395,삼양동 | 조천읍 | 신촌리 | 제주시,신촌리에서 전해 내려오는 헛게비 민담.,민담,MYTH2.016,"도체비,도깨비,신촌리,헛게비,자전거,삼양동,핏내,여자귀신",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간 | 혼령/귀신,마을,공포 | 신비 | 익살,교훈 전달
W-F-264,호열제와 산 송장,folktale,하도리,33.5163279,126.8833403,하도리 | 구좌읍,하도리에서 전해 내려오는 산 송장 민담.,민담,MYTH2.016,"꿈,시체,호열제,독한병,좀,산거,산송장,생매장",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을 | 산/오름,공포 | 익살,교훈 전달
W-F-265,화장터 헛게,folktale,세화리,33.4902403,126.8326492,세화리 | 사계리 | 종달리 | 구좌읍,세화리에서 전해 내려오는 헛게 민담.,민담,MYTH2.018,"도깨비,바다,바당,해녀,헛게,남자,천막,구룡포,화장터,혼,아랫마을",민담 | 전설,생활민담·교훈담,해양·어촌 전승,생활민담·교훈담 | 해양·어촌 전승 | 가족·인간사 서사 | 초자연 존재담,도체비/요괴 | 인간,바다 | 당/사당 | 마을,신비 | 공포 | 익살,교훈 전달
W-F-266,귀신을 본 모녀,folktale,종달리,33.4791521,126.8667686,성산읍 | 종달리 | 오조리,종달리에서 전해 내려오는 본 모녀 민담.,민담,MYTH2.016,"물,귀신,종달리,듬북,모녀",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,신 | 인간 | 혼령/귀신,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-267,글공부로 미친 사람,folktale,함덕리,33.5307681,126.6673798,조천읍 | 함덕리,함덕리에서 전해 내려오는 미친 사람 민담.,민담,MYTH2.015,"할아버지,글공부,미친사람,옛말,글귀신,탕건,한문",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,인간 | 신 | 혼령/귀신,마을,공포 | 신비 | 익살,교훈 전달
W-F-268,꿩빙에기 소리,folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 소리 민담.,민담,MYTH2.016,"도체비,도깨비,굿,돌멩이,돌가루,꿩,꿩빙에기소리,돌카루,유채밭,관세음보살",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 무속신화·신격 전승,도체비/요괴 | 신 | 인간,마을,공포 | 신비 | 신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-269,눈썹에 *돌아진 뱀,folktale,함덕리,33.5307681,126.6673798,조천읍 | 제주시 | 함덕리,함덕리에서 전해 내려오는 *돌아진 뱀 민담.,민담,MYTH2.016,"칠성,소금,호미,베엄,보살,답도리,여름,삽",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-270,도깨빗불에 놀라서 넋나간 아버지,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 놀라서 넋나간 아버지 민담.,민담,MYTH2.016,"도체비,도깨비,바당,아버지,도깨빗불,듬북,새벽,넋드림,넋,외발,몸",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 해양·어촌 전승,도체비/요괴 | 인간,당/사당 | 마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-271,도체비 푸다시,folktale,함덕리,33.5307681,126.6673798,조천읍 | 함덕리,함덕리에서 전해 내려오는 푸다시 민담.,민담,MYTH2.016,"도체비,도깨비,귀신,굿,심방,무당,함덕리,넋들임,푸다시",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 무속신화·신격 전승 | 가족·인간사 서사,도체비/요괴 | 신 | 심방 | 인간 | 혼령/귀신,당/사당 | 마을,공포 | 신비 | 신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-272,도체비와 그슨새,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 그슨새 민담.,민담,MYTH2.016,"도체비,도깨비,귀신,도체빗불,그슨새,헛게비,돌가루,돌코르",민담 | 전설,초자연 존재담,초자연 존재담,초자연 존재담 | 생활민담·교훈담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간 | 혼령/귀신,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-273,마 받아 먹은 나그네,folktale,신천리,33.3506155,126.8524692,성산읍 | 신천리,신천리에서 전해 내려오는 받아 먹은 나그네 민담.,민담,MYTH2.015,"산,마,나그네,꼴랑지,김삿갓",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,신 | 인간,마을 | 산/오름,익살,교훈 전달
W-F-274,*몰*고래 도체비,folktale,덕천리,33.4850905,126.7468625,덕천리 | 구좌읍,덕천리에서 전해 내려오는 도체비 민담.,민담,MYTH2.015,"도체비,도깨비,불,밤,덕천,도깨비불,놀레,물고래",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-275,물 싯군 꿈,folktale,행원리,33.5332052,126.7939455,행원리 | 구좌읍,행원리에서 전해 내려오는 싯군 꿈 민담.,민담,MYTH2.016,"물,밤,꿈,바당,해녀,물질,소라,고등",민담,해양·어촌 전승,해양·어촌 전승,해양·어촌 전승 | 생활민담·교훈담 | 가족·인간사 서사,인간,바다 | 당/사당 | 마을,익살,교훈 전달
W-F-276,바당 귀신,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 귀신 민담.,민담,MYTH2.016,"배,어부,바당,선장,죽은영혼",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 해양·어촌 전승 | 가족·인간사 서사 | 초자연 존재담,신 | 인간 | 혼령/귀신,당/사당 | 마을 | 바다,공포 | 신비 | 익살,교훈 전달
W-F-277,삼강오륜과 뱃사름,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 뱃사름 민담.,민담,MYTH2.017,"배,중국,떡,뱃사람,삼강오륜,뱃사름",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을 | 산/오름,익살,교훈 전달
W-F-278,앙갚음을 한 도체비,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 한 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,불,귀신,밧,제물,앙갚음",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간 | 혼령/귀신,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-279,음식 먼저 받는 도체비 조상,folktale,덕천리,33.4850905,126.7468625,덕천리 | 구좌읍,덕천리에서 전해 내려오는 먼저 받는 도체비 조상 민담.,민담,MYTH2.016,"도체비,도깨비,팥죽,덕천,음식,사둔,도체비조상",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-280,정류장에서 본 도체비,folktale,오조리,33.4605544,126.903981,성산읍 | 오조리,오조리에서 전해 내려오는 본 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,동산,짐수막,소낭밧,별,차부,정류장",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-281,정월멩질에 본 도깨빗불,folktale,월정리,33.5446034,126.7803854,성산읍 | 월정리 | 오조리 | 구좌읍,월정리에서 전해 내려오는 본 도깨빗불 민담.,민담,MYTH2.016,"도체비,도깨비,배,불,도깨빗불,정월멩질,월정리,떡국",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-282,주막동산 도체빗불,folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 도체빗불 민담.,민담,MYTH2.016,"도체비,도체빗불,도깨빗불,조칩,곱은다리,땀,주막동산",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-283,죽은 사람 때린 하르방,folktale,와산리,33.4802497,126.6843061,와산리 | 조천읍,와산리에서 전해 내려오는 사람 때린 하르방 민담.,민담,MYTH2.016,"하르방,심방,와산리,노루,죽은사람",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 무속신화·신격 전승,인간 | 신 | 심방,마을 | 산/오름,신성 | 익살 | 경외,공동체 기억 | 교훈 전달
W-F-284,짐수막에서 본 도체비,folktale,오조리,33.4605544,126.903981,성산읍 | 오조리,오조리에서 전해 내려오는 본 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,쉐,짐수막,애기자국,바당마루동산,낭푼만헌불,백문동산,송리산",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 해양·어촌 전승,도체비/요괴 | 인간,당/사당 | 마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-285,콩데기와 *폿데기,folktale,오조리,33.4605544,126.903981,성산읍 | 오조리,오조리에서 전해 내려오는 *폿데기 민담.,민담,MYTH2.015,"콩데기,콩,다슴애기,족은어멍,폿,폿데기,큰어멍",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을 | 산/오름,익살,교훈 전달
W-F-286,한흘과 논흘,folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 논흘 민담.,민담,MYTH2.017,"하늘,대흘리,와흘리,한흘,논흘,강두식",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-287,허영 헌 소낭에 놀랜 사름,folktale,함덕리,33.5307681,126.6673798,조천읍 | 함덕리,함덕리에서 전해 내려오는 헌 소낭에 놀랜 사름 민담.,민담,MYTH2.016,"굿,낭,간질,허연소낭,낭껍질,간절병,조팟검질",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 무속신화·신격 전승,신 | 인간,마을,신성 | 경외 | 익살,공동체 기억 | 교훈 전달
